"","Name","Position","Age","Season","Transfer_fee","League_to"
"2040","Alan Hutton","Right-Back","26","2011-2012",4500000,"Premier League"
"2041","John O'Shea","Centre-Back","30","2011-2012",4500000,"Premier League"
"2042","Vedad Ibisevic","Centre-Forward","27","2011-2012",4500000,"1.Bundesliga"
"2043","Andrea Lazzari","Central Midfield","26","2011-2012",4500000,"Serie A"
"2044","Manu del Moral","Centre-Forward","27","2011-2012",4500000,"LaLiga"
"2045","David N'Gog","Centre-Forward","22","2011-2012",4500000,"Premier League"
"2046","Cameron Jerome","Centre-Forward","25","2011-2012",4500000,"Premier League"
"2047","Pape Diakhaté","Centre-Back","27","2011-2012",4500000,"LaLiga"
"2048","Zé Love","Second Striker","23","2011-2012",4500000,"Serie A"
"2049","José Ángel","Left-Back","21","2011-2012",4500000,"Serie A"
"2050","Diego Buonanotte","Attacking Midfield","23","2011-2012",4500000,"LaLiga"
"2051","Franco Vázquez","Attacking Midfield","22","2011-2012",4500000,"Serie A"
"2052","Ali Al-Habsi","Goalkeeper","29","2011-2012",4300000,"Premier League"
"2053","Joaquín","Right Winger","29","2011-2012",4200000,"LaLiga"
"2054","Emiliano Viviano","Goalkeeper","25","2011-2012",4100000,"Serie A"
"2055","Vieirinha","Left-Back","25","2011-2012",4000000,"1.Bundesliga"
"2056","Abdoulay Konko","Right-Back","27","2011-2012",4000000,"Serie A"
"2057","Julien Féret","Central Midfield","29","2011-2012",4000000,"Ligue 1"
"2058","Ivo Ilicevic","Left Winger","24","2011-2012",4000000,"1.Bundesliga"
"2059","Sokratis","Centre-Back","23","2011-2012",4000000,"Serie A"
"2060","Gabriel Silva","Left-Back","20","2011-2012",4000000,"LaLiga"
"2061","Marco Rossi","Centre-Back","23","2011-2012",4000000,"Serie A"
"2062","Salvatore Sirigu","Goalkeeper","24","2011-2012",3900000,"Ligue 1"
"2063","Danny Graham","Centre-Forward","25","2011-2012",3900000,"Premier League"
"2064","Ryan Bennett","Centre-Back","21","2011-2012",3850000,"Premier League"
"2065","Umut Bulut","Centre-Forward","28","2011-2012",3800000,"Ligue 1"
"2066","Christian Fuchs","Left-Back","25","2011-2012",3800000,"1.Bundesliga"
"2067","Juan Jesus","Centre-Back","20","2011-2012",3800000,"Serie A"
"2068","Shay Given","Goalkeeper","35","2011-2012",3750000,"Premier League"
"2069","Jamie O'Hara","Central Midfield","24","2011-2012",3750000,"Premier League"
"2070","Marco Motta","Right-Back","25","2011-2012",3750000,"Serie A"
"2071","Marvin Sordell","Centre-Forward","20","2011-2012",3600000,"Premier League"
"2072","José Antonio Reyes","Right Winger","28","2011-2012",3500000,"LaLiga"
"2073","Maxwell","Left-Back","30","2011-2012",3500000,"Ligue 1"
"2074","Barreto","Second Striker","25","2011-2012",3500000,"Serie A"
"2075","Nicolas N'Koulou","Centre-Back","21","2011-2012",3500000,"Ligue 1"
"2076","Jonathan Pitroipa","Right Winger","25","2011-2012",3500000,"Ligue 1"
"2077","Thiago Silva","Centre-Back","27","2012-2013",42000000,"Ligue 1"
"2078","Lucas Moura","Right Winger","20","2012-2013",40000000,"Ligue 1"
"2079","Javi Martínez","Defensive Midfield","24","2012-2013",40000000,"1.Bundesliga"
"2080","Eden Hazard","Left Winger","21","2012-2013",35000000,"Premier League"
"2081","Oscar","Attacking Midfield","20","2012-2013",32000000,"Premier League"
"2082","Robin van Persie","Centre-Forward","29","2012-2013",30700000,"Premier League"
"2083","Luka Modric","Central Midfield","26","2012-2013",30000000,"LaLiga"
"2084","Ezequiel Lavezzi","Second Striker","27","2012-2013",28950000,"Ligue 1"
"2085","Zlatan Ibrahimovic","Centre-Forward","30","2012-2013",21000000,"Ligue 1"
"2086","Javi García","Defensive Midfield","25","2012-2013",20200000,"Premier League"
"2087","Mario Balotelli","Centre-Forward","22","2012-2013",20000000,"Serie A"
"2088","Alex Song","Defensive Midfield","24","2012-2013",19000000,"LaLiga"
"2089","Santi Cazorla","Central Midfield","27","2012-2013",19000000,"Premier League"
"2090","Mousa Dembélé","Central Midfield","25","2012-2013",19000000,"Premier League"
"2091","Joe Allen","Central Midfield","22","2012-2013",19000000,"Premier League"
"2092","Kwadwo Asamoah","Left-Back","23","2012-2013",18000000,"Serie A"
"2093","Marco Reus","Left Winger","23","2012-2013",17100000,"1.Bundesliga"
"2094","Shinji Kagawa","Attacking Midfield","23","2012-2013",16000000,"Premier League"
"2095","Gastón Ramírez","Attacking Midfield","21","2012-2013",15200000,"Premier League"
"2096","Steven Fletcher","Centre-Forward","25","2012-2013",15200000,"Premier League"
"2097","Matija Nastasic","Centre-Back","19","2012-2013",15200000,"Premier League"
"2098","Lukas Podolski","Centre-Forward","27","2012-2013",15000000,"Premier League"
"2099","Daniel Sturridge","Centre-Forward","23","2012-2013",15000000,"Premier League"
"2100","Christopher Samba","Centre-Back","28","2012-2013",15000000,"Premier League"
"2101","Jack Rodwell","Defensive Midfield","21","2012-2013",15000000,"Premier League"
"2102","Samir Handanovic","Goalkeeper","28","2012-2013",15000000,"Serie A"
"2103","Jordi Alba","Left-Back","23","2012-2013",14000000,"LaLiga"
"2104","Carlos Vela","Right Winger","23","2012-2013",14000000,"LaLiga"
"2105","Mauricio Isla","Right-Back","24","2012-2013",13900000,"Serie A"
"2106","Fabio Borini","Left Winger","21","2012-2013",13300000,"Premier League"
"2107","Rafael van der Vaart","Attacking Midfield","29","2012-2013",13000000,"1.Bundesliga"
"2108","Mario Mandzukic","Left Winger","26","2012-2013",13000000,"1.Bundesliga"
"2109","Philippe Coutinho","Attacking Midfield","20","2012-2013",13000000,"Premier League"
"2110","Hugo Lloris","Goalkeeper","25","2012-2013",12600000,"Premier League"
"2111","Adam Johnson","Right Winger","25","2012-2013",12600000,"Premier League"
"2112","Jan Vertonghen","Centre-Back","25","2012-2013",12500000,"Premier League"
"2113","Giampaolo Pazzini","Centre-Forward","28","2012-2013",12500000,"Serie A"
"2114","Olivier Giroud","Centre-Forward","25","2012-2013",12000000,"Premier League"
"2115","Luuk de Jong","Centre-Forward","21","2012-2013",12000000,"1.Bundesliga"
"2116","Marco Verratti","Central Midfield","19","2012-2013",12000000,"Ligue 1"
"2117","Paulo Dybala","Second Striker","18","2012-2013",11900000,"Serie A"
"2118","Xherdan Shaqiri","Right Winger","20","2012-2013",11800000,"1.Bundesliga"
"2119","Wilfried Zaha","Right Winger","20","2012-2013",11750000,"Premier League"
"2120","Victor Moses","Right Midfield","21","2012-2013",11500000,"Premier League"
"2121","Sebastian Giovinco","Second Striker","25","2012-2013",11000000,"Serie A"
"2122","Fredy Guarín","Central Midfield","26","2012-2013",11000000,"Serie A"
"2123","Manolo Gabbiadini","Centre-Forward","20","2012-2013",11000000,"Serie A"
"2124","Mateo Kovacic","Central Midfield","18","2012-2013",11000000,"Serie A"
"2125","Loïc Rémy","Centre-Forward","26","2012-2013",10500000,"Premier League"
"2126","Rodrigo Palacio","Centre-Forward","30","2012-2013",10500000,"Serie A"
"2127","Álvaro Pereira","Left-Back","26","2012-2013",10000000,"Serie A"
"2128","Giuseppe Rossi","Centre-Forward","25","2012-2013",10000000,"Serie A"
"2129","Marvin Martin","Attacking Midfield","24","2012-2013",10000000,"Ligue 1"
"2130","Gylfi Sigurdsson","Attacking Midfield","22","2012-2013",10000000,"Premier League"
"2131","Nacho Monreal","Left-Back","26","2012-2013",10000000,"Premier League"
"2132","Matt Jarvis","Left Winger","26","2012-2013",9500000,"Premier League"
"2133","César Azpilicueta","Right-Back","23","2012-2013",8800000,"Premier League"
"2134","Christian Benteke","Centre-Forward","21","2012-2013",8800000,"Premier League"
"2135","Jay Rodríguez","Centre-Forward","22","2012-2013",8650000,"Premier League"
"2136","Demba Ba","Centre-Forward","27","2012-2013",8500000,"Premier League"
"2137","Granit Xhaka","Defensive Midfield","19","2012-2013",8500000,"1.Bundesliga"
"2138","Vurnon Anita","Defensive Midfield","23","2012-2013",8500000,"Premier League"
"2139","Marko Marin","Left Winger","23","2012-2013",8000000,"Premier League"
"2140","Martín Cáceres","Right-Back","25","2012-2013",8000000,"Serie A"
"2141","Mapou Yanga-Mbiwa","Centre-Back","23","2012-2013",8000000,"Premier League"
"2142","Álvaro Domínguez","Centre-Back","23","2012-2013",8000000,"1.Bundesliga"
"2143","Valon Behrami","Defensive Midfield","27","2012-2013",8000000,"Serie A"
"2144","Esteban Granero","Central Midfield","25","2012-2013",8000000,"Premier League"
"2145","Ivan Perisic","Left Winger","23","2012-2013",8000000,"1.Bundesliga"
"2146","Kévin Constant","Defensive Midfield","25","2012-2013",8000000,"Serie A"
"2147","Davide Faraoni","Right Midfield","20","2012-2013",8000000,"Serie A"
"2148","Scott Sinclair","Left Midfield","23","2012-2013",7800000,"Premier League"
"2149","Kevin Mirallas","Right Winger","24","2012-2013",7650000,"Premier League"
"2150","Clint Dempsey","Second Striker","29","2012-2013",7500000,"Premier League"
"2151","Goran Pandev","Second Striker","28","2012-2013",7500000,"Serie A"
"2152","Sergio Canales","Attacking Midfield","21","2012-2013",7500000,"LaLiga"
"2153","Nick Powell","Attacking Midfield","18","2012-2013",7500000,"Premier League"
"2154","Borja Valero","Central Midfield","27","2012-2013",7000000,"Serie A"
"2155","Mattia Destro","Centre-Forward","21","2012-2013",7000000,"Serie A"
"2156","Pablo Hernández","Right Winger","27","2012-2013",7000000,"Premier League"
"2157","Bas Dost","Centre-Forward","23","2012-2013",7000000,"1.Bundesliga"
"2158","Philipp Wollscheid","Centre-Back","23","2012-2013",7000000,"1.Bundesliga"
"2159","Sung-yong Ki","Defensive Midfield","23","2012-2013",7000000,"Premier League"
"2160","Alessio Cerci","Right Winger","25","2012-2013",6750000,"Serie A"
"2161","Alberto Paloschi","Centre-Forward","23","2012-2013",6500000,"Serie A"
"2162","Emmanuel Adebayor","Centre-Forward","28","2012-2013",6400000,"Premier League"
"2163","Mathieu Debuchy","Right-Back","27","2012-2013",6200000,"Premier League"
"2164","Charlie Adam","Central Midfield","26","2012-2013",6200000,"Premier League"
"2165","Gregory van der Wiel","Right-Back","24","2012-2013",6000000,"Ligue 1"
"2166","Stéphane Mbia","Defensive Midfield","26","2012-2013",6000000,"Premier League"
"2167","Aly Cissokho","Left-Back","24","2012-2013",6000000,"LaLiga"
"2168","Iván Ramis","Centre-Back","27","2012-2013",6000000,"Premier League"
"2169","Modibo Maïga","Centre-Forward","24","2012-2013",6000000,"Premier League"
"2170","Joselu","Centre-Forward","22","2012-2013",6000000,"1.Bundesliga"
"2171","Danny Graham","Centre-Forward","27","2012-2013",5800000,"Premier League"
"2172","Steven Pienaar","Left Winger","30","2012-2013",5750000,"Premier League"
"2173","Marquinhos","Centre-Back","18","2012-2013",5700000,"Serie A"
"2174","Julian Schieber","Centre-Forward","23","2012-2013",5500000,"1.Bundesliga"
"2175","Eren Derdiyok","Centre-Forward","24","2012-2013",5500000,"1.Bundesliga"
"2176","Eljero Elia","Left Winger","25","2012-2013",5500000,"1.Bundesliga"
"2177","Ángelo Henríquez","Centre-Forward","18","2012-2013",5500000,"Premier League"
"2178","Wallace Oliveira","Right-Back","18","2012-2013",5400000,"Premier League"
"2179","Ezequiel Schelotto","Right-Back","23","2012-2013",5300000,"Serie A"
"2180","Maicosuel","Left Winger","26","2012-2013",5300000,"Serie A"
"2181","Marko Livaja","Centre-Forward","19","2012-2013",5050000,"Serie A"
"2182","Dimitar Berbatov","Centre-Forward","31","2012-2013",5000000,"Premier League"
"2183","Antonio Cassano","Second Striker","30","2012-2013",5000000,"Serie A"
"2184","Youssef El Arabi","Centre-Forward","25","2012-2013",5000000,"LaLiga"
"2185","Germán Denis","Centre-Forward","30","2012-2013",5000000,"Serie A"
"2186","Alain Traoré","Attacking Midfield","23","2012-2013",5000000,"Ligue 1"
"2187","Ben Foster","Goalkeeper","29","2012-2013",5000000,"Premier League"
"2188","Daniel Congré","Centre-Back","27","2012-2013",5000000,"Ligue 1"
"2189","Alexander Büttner","Left-Back","23","2012-2013",5000000,"Premier League"
"2190","Leandro Castán","Centre-Back","25","2012-2013",5000000,"Serie A"
"2191","Daniel Carvajal","Right-Back","20","2012-2013",5000000,"1.Bundesliga"
"2192","Naldo","Centre-Back","29","2012-2013",4800000,"1.Bundesliga"
"2193","Dante","Centre-Back","28","2012-2013",4700000,"1.Bundesliga"
"2194","Alfred N'Diaye","Defensive Midfield","22","2012-2013",4700000,"Premier League"
"2195","Junior Fernandes","Left Winger","24","2012-2013",4700000,"1.Bundesliga"
"2196","Federico Balzaretti","Left-Back","30","2012-2013",4500000,"Serie A"
"2197","Jonathan Biabiany","Right Winger","24","2012-2013",4500000,"Serie A"
"2198","Bryan Oviedo","Left-Back","22","2012-2013",4500000,"Premier League"
"2199","Steven Nzonzi","Defensive Midfield","23","2012-2013",4400000,"Premier League"
"2200","Nenad Tomovic","Centre-Back","25","2012-2013",4200000,"Serie A"
"2201","Oussama Assaidi","Left Winger","24","2012-2013",4000000,"Premier League"
"2202","Ciro Immobile","Centre-Forward","22","2012-2013",4000000,"Serie A"
"2203","Emmanuel Mayuka","Centre-Forward","21","2012-2013",4000000,"Premier League"
"2204","Petr Jiracek","Central Midfield","26","2012-2013",4000000,"1.Bundesliga"
"2205","Richmond Boakye","Centre-Forward","19","2012-2013",4000000,"Serie A"
"2206","Chinedu Obasi","Right Winger","26","2012-2013",4000000,"1.Bundesliga"
"2207","Benjamin Corgnet","Attacking Midfield","25","2012-2013",4000000,"Ligue 1"
"2208","Samba Diakité","Defensive Midfield","23","2012-2013",4000000,"Premier League"
"2209","Romain Hamouma","Right Winger","25","2012-2013",4000000,"Ligue 1"
"2210","Francesco Acerbi","Centre-Back","24","2012-2013",4000000,"Serie A"
"2211","Milan Badelj","Defensive Midfield","23","2012-2013",4000000,"1.Bundesliga"
"2212","Francesco Acerbi","Centre-Back","24","2012-2013",4000000,"Serie A"
"2213","David Abraham","Centre-Back","26","2012-2013",4000000,"1.Bundesliga"
"2214","Geoffrey Kondogbia","Central Midfield","19","2012-2013",4000000,"LaLiga"
"2215","Dorlan Pabón","Second Striker","24","2012-2013",4000000,"Serie A"
"2216","Sadio Diallo","Attacking Midfield","21","2012-2013",4000000,"Ligue 1"
"2217","Gabriel Silva","Left-Back","21","2012-2013",4000000,"Serie A"
"2218","Arouna Koné","Centre-Forward","28","2012-2013",3800000,"Premier League"
"2219","Ron Vlaar","Centre-Back","27","2012-2013",3800000,"Premier League"
"2220","Nicola Leali","Goalkeeper","19","2012-2013",3800000,"Serie A"
"2221","Adrian Mariappa","Centre-Back","25","2012-2013",3800000,"Premier League"
"2222","Jack Butland","Goalkeeper","19","2012-2013",3800000,"Premier League"
"2223","Alexis Rolín","Centre-Back","23","2012-2013",3800000,"Serie A"
"2224","Maicon","Right-Back","31","2012-2013",3750000,"Premier League"
"2225","Junior Hoilett","Left Winger","22","2012-2013",3750000,"Premier League"
"2226","Michael Bradley","Central Midfield","24","2012-2013",3750000,"Serie A"
"2227","Matthew Lowton","Right-Back","23","2012-2013",3750000,"Premier League"
"2228","João Pereira","Right-Back","28","2012-2013",3700000,"LaLiga"
"2229","Ante Vukusic","Centre-Forward","21","2012-2013",3700000,"Serie A"
"2230","Jonathas","Centre-Forward","23","2012-2013",3700000,"Serie A"
"2231","Luís Neto","Centre-Back","24","2012-2013",3650000,"Serie A"
"2232","Andrea Rossi","Left-Back","25","2012-2013",3600000,"Serie A"
"2233","Barreto","Second Striker","27","2012-2013",3550000,"Serie A"
"2234","Nigel de Jong","Defensive Midfield","27","2012-2013",3500000,"Serie A"
"2235","Emiliano Insúa","Left-Back","24","2012-2013",3500000,"LaLiga"
"2236","Sokratis","Centre-Back","24","2012-2013",3500000,"1.Bundesliga"
"2237","Diego López","Goalkeeper","30","2012-2013",3500000,"LaLiga"
"2238","Fernando Gago","Defensive Midfield","26","2012-2013",3500000,"LaLiga"
"2239","Anthony Mounier","Left Winger","24","2012-2013",3500000,"Ligue 1"
"2240","Artjoms Rudnevs","Centre-Forward","24","2012-2013",3500000,"1.Bundesliga"
"2241","Mattia Cassani","Right-Back","28","2012-2013",3500000,"Serie A"
"2242","Marquinho","Left Midfield","26","2012-2013",3500000,"Serie A"
"2243","Éder","Second Striker","25","2012-2013",3500000,"Serie A"
"2244","Gareth Bale","Right Winger","24","2013-2014",101000000,"LaLiga"
"2245","Neymar","Left Winger","21","2013-2014",88200000,"LaLiga"
"2246","Edinson Cavani","Centre-Forward","26","2013-2014",64500000,"Ligue 1"
"2247","Mesut Özil","Attacking Midfield","24","2013-2014",47000000,"Premier League"
"2248","James Rodríguez","Attacking Midfield","21","2013-2014",45000000,"Ligue 1"
"2249","Juan Mata","Attacking Midfield","25","2013-2014",44730000,"Premier League"
"2250","Falcao","Centre-Forward","27","2013-2014",43000000,"Ligue 1"
"2251","Fernandinho","Defensive Midfield","28","2013-2014",40000000,"Premier League"
"2252","Gonzalo Higuaín","Centre-Forward","25","2013-2014",39000000,"Serie A"
"2253","Mario Götze","Attacking Midfield","21","2013-2014",37000000,"1.Bundesliga"
"2254","Willian","Right Winger","25","2013-2014",35500000,"Premier League"
"2255","Marouane Fellaini","Central Midfield","25","2013-2014",32400000,"Premier League"
"2256","Asier Illarramendi","Defensive Midfield","23","2013-2014",32000000,"LaLiga"
"2257","Marquinhos","Centre-Back","19","2013-2014",31400000,"Ligue 1"
"2258","Roberto Soldado","Centre-Forward","28","2013-2014",30000000,"Premier League"
"2259","Isco","Attacking Midfield","21","2013-2014",30000000,"LaLiga"
"2260","Érik Lamela","Right Winger","21","2013-2014",30000000,"Premier League"
"2261","Henrikh Mkhitaryan","Attacking Midfield","24","2013-2014",27500000,"1.Bundesliga"
"2262","Stevan Jovetic","Centre-Forward","23","2013-2014",26000000,"Premier League"
"2263","João Moutinho","Central Midfield","26","2013-2014",25000000,"Ligue 1"
"2264","Nemanja Matic","Defensive Midfield","25","2013-2014",25000000,"Premier League"
"2265","Thiago","Central Midfield","22","2013-2014",25000000,"1.Bundesliga"
"2266","Álvaro Negredo","Centre-Forward","27","2013-2014",25000000,"Premier League"
"2267","Yohan Cabaye","Central Midfield","28","2013-2014",25000000,"Ligue 1"
"2268","André Schürrle","Left Winger","22","2013-2014",22000000,"Premier League"
